0.044809052,0.309766779,0.421286503,0.902859375,-1
0.575951437,0.460562183,0.355129986,0.063571284,1
0.031463031,0.661118203,0.851805485,0.408283307,-1
0.091743929,0.70994642,0.45879292,0.587733117,1
0.295292868,0.579999563,0.836926217,0.640644051,1
0.719375797,0.680236992,0.078346763,0.65630174,1
0.852250805,0.227467742,0.635346248,0.898997874,1
0.003988637,0.040028526,0.815172436,0.567855936,-1
0.980175679,0.803801171,0.479379896,0.419631821,1
0.477946205,0.787512812,0.024101272,0.04063311,1
0.986501663,0.342872271,0.914153971,0.414156678,1
0.153995525,0.952471904,0.477818476,0.119148364,1
0.72249103,0.657622063,0.206974537,0.685692464,1
0.962501266,0.229141326,0.352362987,0.337550991,1
0.881218384,0.603828573,0.34768148,0.001743685,1
0.417919579,0.033954275,0.864332646,0.114519886,-1
0.765192107,0.059914819,0.02372641,0.344346551,1
0.819014478,0.213779573,0.880897567,0.257933734,1
0.784419177,0.899849342,0.291910839,0.395089755,1
0.890122488,0.740948159,0.823922037,0.033320567,1
0.632774905,0.937718664,0.829578305,0.35412508,1
0.284713961,0.395397699,0.220926541,0.916894829,1
0.927178248,0.937006485,0.105952161,0.037068436,1
0.255635831,0.062776889,0.9582184,0.333550059,-1
0.435438542,0.426209411,0.140645392,0.038963608,1
0.326863306,0.484633948,0.154712016,0.248640363,1
0.187211786,0.671958023,0.557066277,0.762069748,1
0.912154069,0.782517374,0.790387666,0.428949883,1
0.330787753,0.336038435,0.961513975,0.979133143,-1
0.344401168,0.117160568,0.095373419,0.633392692,1
0.133747883,0.67351811,0.870229081,0.059029593,-1
0.654561589,0.035624349,0.319422191,0.197679951,1
0.568472276,0.544540478,0.995542211,0.302112885,1
0.975834223,0.16024633,0.227627214,0.561972703,1
0.437830558,0.388262841,0.558708319,0.289303345,1
0.969859485,0.073972331,0.954093582,0.425404774,1
0.756303335,0.253044944,0.801840956,0.837829355,1
0.621984908,0.252467108,0.176234266,0.833059156,1
0.926411317,0.015395659,0.820718943,0.878094514,1
0.600000969,0.345730241,0.461307129,0.012313898,1
0.360998393,0.450665088,0.77534311,0.059724648,1
0.103179347,0.445584855,0.455771463,0.778727274,1
0.652334412,0.743616146,0.345264028,0.886115767,1
0.84990649,0.672046057,0.502842239,0.895473453,1
0.54177942,0.388268806,0.413602002,0.782690701,1
0.958754168,0.334649042,0.481385403,0.151899978,1
0.888493051,0.860825782,0.511023801,0.880039223,1
0.734432641,0.269745452,0.722051167,0.270441097,1
0.709695298,0.091843602,0.408844467,0.966159024,1
0.074569398,0.039119453,0.895037651,0.684632355,-1
0.345010962,0.61841552,0.309728263,0.348944422,1
0.854626598,0.427329377,0.874486196,0.150664679,1
0.857903544,0.453692364,0.135454852,0.323441727,1
0.601361391,0.912114063,0.469303296,0.400846301,1
0.886248927,0.559481179,0.327334355,0.041535191,1
0.496632141,0.463112699,0.915275478,0.039895148,1
0.172446712,0.670551282,0.154709524,0.757596997,1
0.587774137,0.853183109,0.09697626,0.003880143,1
0.023360401,0.898117192,0.238165784,0.114292067,1
0.683434034,0.71491849,0.923979921,0.473027226,1
0.029873255,0.229948687,0.664536113,0.19343359,-1
0.202561145,0.649780388,0.759531935,0.275194729,-1
0.38209667,0.484327322,0.306994871,0.509287393,1
0.738902519,0.714445671,0.60823468,0.683295794,1
0.689176951,0.438595196,0.964511351,0.621973311,1
0.16044416,0.213915205,0.257999971,0.658585471,1
0.369798545,0.690390673,0.695352445,0.466251335,1
0.980952974,0.492361677,0.120589817,0.226721257,1
0.670315672,0.985183105,0.7776898,0.705432068,1
0.222650897,0.72543452,0.184607687,0.510517012,1
0.754225709,0.364526471,0.047665656,0.642377178,1
0.072851948,0.521045452,0.39099607,0.29321807,1
0.595043206,0.989716419,0.717038786,0.807770579,1
0.213269045,0.994241455,0.501724261,0.671619815,1
0.234217534,0.40368648,0.832018102,0.070672765,-1
0.349937273,0.324692112,0.048624346,0.688538114,1
0.39000665,0.924572985,0.439376397,0.474146485,1
